group,round,player,choice,attendance,score,ac_score
Grupo-0004,8,586715482734049,1,1,1,-16
Grupo-0004,9,60665347009372,1,2,-1,-1
Grupo-0004,9,586715482734049,1,2,-1,-16
Grupo-0004,10,60665347009372,0,1,0,-1
Grupo-0004,10,586715482734049,1,1,1,-16
Grupo-0004,11,60665347009372,1,2,-1,-1
Grupo-0004,11,586715482734049,1,2,-1,-16
Grupo-0004,12,586715482734049,1,2,-1,-16
Grupo-0004,12,60665347009372,1,2,-1,-1
Grupo-0004,13,60665347009372,1,2,-1,-1
Grupo-0004,13,586715482734049,1,2,-1,-16
Grupo-0004,14,586715482734049,0,1,0,-16
Grupo-0004,14,60665347009372,1,1,1,-1
Grupo-0004,15,586715482734049,0,0,0,-16
Grupo-0004,15,60665347009372,0,0,0,-1
Grupo-0004,16,60665347009372,1,1,1,-1
Grupo-0004,16,586715482734049,0,1,0,-16
Grupo-0004,17,586715482734049,1,2,-1,-16
Grupo-0004,17,60665347009372,1,2,-1,-1
Grupo-0004,18,60665347009372,1,2,-1,-1
Grupo-0004,18,586715482734049,1,2,-1,-16
Grupo-0004,19,60665347009372,0,1,0,-1
Grupo-0004,19,586715482734049,1,1,1,-16
Grupo-0004,20,60665347009372,1,2,-1,-1
Grupo-0004,20,586715482734049,1,2,-1,-16
Grupo-0004,21,60665347009372,1,2,-1,-1
Grupo-0004,21,586715482734049,1,2,-1,-16
Grupo-0004,22,60665347009372,1,2,-1,-1
Grupo-0004,22,586715482734049,1,2,-1,-16
Grupo-0004,23,60665347009372,1,2,-1,-1
Grupo-0004,23,586715482734049,1,2,-1,-16
Grupo-0004,24,60665347009372,1,2,-1,-1
Grupo-0004,24,586715482734049,1,2,-1,-16
Grupo-0004,25,60665347009372,1,1,1,-1
Grupo-0004,25,586715482734049,0,1,0,-16
Grupo-0004,26,60665347009372,1,1,1,-1
Grupo-0004,26,586715482734049,0,1,0,-16
Grupo-0004,27,60665347009372,1,1,1,-1
Grupo-0004,27,586715482734049,0,1,0,-16
Grupo-0004,28,60665347009372,1,2,-1,-1
Grupo-0004,28,586715482734049,1,2,-1,-16
Grupo-0004,29,60665347009372,0,0,0,-1
Grupo-0004,29,586715482734049,0,0,0,-16
Grupo-0004,30,586715482734049,0,1,0,-16
Grupo-0004,30,60665347009372,1,1,1,-1
Grupo-0004,31,60665347009372,1,1,1,-1
Grupo-0004,31,586715482734049,0,1,0,-16
Grupo-0004,32,60665347009372,1,1,1,-1
Grupo-0004,32,586715482734049,0,1,0,-16
Grupo-0004,33,60665347009372,1,2,-1,-1
Grupo-0004,33,586715482734049,1,2,-1,-16
Grupo-0004,34,60665347009372,0,0,0,-1
Grupo-0004,34,586715482734049,0,0,0,-16
Grupo-0004,35,60665347009372,1,1,1,-1
Grupo-0004,35,586715482734049,0,1,0,-16
Grupo-0004,36,60665347009372,1,1,1,-1
Grupo-0004,36,586715482734049,0,1,0,-16
Grupo-0004,37,60665347009372,1,1,1,-1
Grupo-0004,37,586715482734049,0,1,0,-16
Grupo-0004,38,60665347009372,1,1,1,-1
Grupo-0004,38,586715482734049,0,1,0,-16
Grupo-0004,39,60665347009372,1,1,1,-1
Grupo-0004,39,586715482734049,0,1,0,-16
Grupo-0004,40,586715482734049,1,2,-1,-16
Grupo-0004,40,60665347009372,1,2,-1,-1
Grupo-0004,41,60665347009372,1,1,1,-1
Grupo-0004,41,586715482734049,0,1,0,-16
Grupo-0004,42,60665347009372,1,1,1,-1
Grupo-0004,42,586715482734049,0,1,0,-16
Grupo-0004,43,60665347009372,1,1,1,-1
Grupo-0004,43,586715482734049,0,1,0,-16
Grupo-0004,44,60665347009372,1,1,1,-1
Grupo-0004,44,586715482734049,0,1,0,-16
Grupo-0004,45,60665347009372,1,2,-1,-1
Grupo-0004,45,586715482734049,1,2,-1,-16
Grupo-0004,46,60665347009372,1,2,-1,-1
Grupo-0004,46,586715482734049,1,2,-1,-16
Grupo-0004,47,586715482734049,1,1,1,-16
Grupo-0004,47,60665347009372,0,1,0,-1
Grupo-0004,48,60665347009372,1,1,1,-1
Grupo-0004,48,586715482734049,0,1,0,-16
Grupo-0004,49,586715482734049,0,0,0,-16
Grupo-0004,49,60665347009372,0,0,0,-1
Grupo-0004,50,586715482734049,0,1,0,-16
Grupo-0004,50,60665347009372,1,1,1,-1
Grupo-0005,1,497799619429244,1,2,-1,10
Grupo-0005,1,117165631034112,1,2,-1,9
Grupo-0005,2,497799619429244,1,1,1,10
Grupo-0005,2,117165631034112,0,1,0,9
Grupo-0005,3,117165631034112,1,2,-1,9
Grupo-0005,3,497799619429244,1,2,-1,10
Grupo-0005,4,117165631034112,1,1,1,9
Grupo-0005,4,497799619429244,0,1,0,10
Grupo-0005,5,117165631034112,1,2,-1,9
Grupo-0005,5,497799619429244,1,2,-1,10
Grupo-0005,6,497799619429244,1,2,-1,10
Grupo-0005,6,117165631034112,1,2,-1,9
Grupo-0005,7,497799619429244,0,1,0,10
Grupo-0005,7,117165631034112,1,1,1,9
Grupo-0005,8,497799619429244,1,2,-1,10
Grupo-0005,8,117165631034112,1,2,-1,9
Grupo-0005,9,497799619429244,1,2,-1,10
Grupo-0005,9,117165631034112,1,2,-1,9
Grupo-0005,10,117165631034112,1,2,-1,9
Grupo-0005,10,497799619429244,1,2,-1,10
Grupo-0005,11,497799619429244,0,0,0,10
Grupo-0005,11,117165631034112,0,0,0,9
Grupo-0005,12,497799619429244,1,1,1,10
Grupo-0005,12,117165631034112,0,1,0,9
Grupo-0005,13,497799619429244,1,2,-1,10
Grupo-0005,13,117165631034112,1,2,-1,9
Grupo-0005,14,497799619429244,1,1,1,10
Grupo-0005,14,117165631034112,0,1,0,9
Grupo-0005,15,497799619429244,1,2,-1,10
Grupo-0005,15,117165631034112,1,2,-1,9
Grupo-0005,16,497799619429244,1,2,-1,10
Grupo-0005,16,117165631034112,1,2,-1,9
Grupo-0005,17,497799619429244,1,1,1,10
Grupo-0005,17,117165631034112,0,1,0,9
Grupo-0005,18,497799619429244,0,1,0,10
Grupo-0005,18,117165631034112,1,1,1,9
Grupo-0005,19,497799619429244,1,1,1,10
Grupo-0005,19,117165631034112,0,1,0,9
Grupo-0005,20,497799619429244,0,1,0,10
Grupo-0005,20,117165631034112,1,1,1,9
Grupo-0005,21,497799619429244,1,1,1,10
Grupo-0005,21,117165631034112,0,1,0,9
Grupo-0005,22,497799619429244,0,1,0,10
Grupo-0005,22,117165631034112,1,1,1,9
Grupo-0005,23,497799619429244,1,1,1,10
Grupo-0005,23,117165631034112,0,1,0,9
Grupo-0005,24,497799619429244,0,1,0,10
Grupo-0005,24,117165631034112,1,1,1,9
Grupo-0005,25,497799619429244,1,1,1,10
Grupo-0005,25,117165631034112,0,1,0,9
Grupo-0005,26,497799619429244,0,1,0,10
Grupo-0005,26,117165631034112,1,1,1,9
Grupo-0005,27,497799619429244,1,1,1,10
Grupo-0005,27,117165631034112,0,1,0,9
Grupo-0005,28,497799619429244,0,1,0,10
Grupo-0005,28,117165631034112,1,1,1,9
Grupo-0005,29,117165631034112,0,1,0,9
Grupo-0005,29,497799619429244,1,1,1,10
Grupo-0005,30,497799619429244,0,1,0,10
Grupo-0005,30,117165631034112,1,1,1,9
Grupo-0005,31,117165631034112,0,1,0,9
Grupo-0005,31,497799619429244,1,1,1,10
Grupo-0005,32,117165631034112,1,1,1,9
Grupo-0005,32,497799619429244,0,1,0,10
Grupo-0005,33,117165631034112,0,1,0,9
Grupo-0005,33,497799619429244,1,1,1,10
Grupo-0005,34,497799619429244,0,1,0,10
Grupo-0005,34,117165631034112,1,1,1,9
Grupo-0005,35,497799619429244,1,1,1,10
Grupo-0005,35,117165631034112,0,1,0,9
Grupo-0005,36,497799619429244,0,1,0,10
Grupo-0005,36,117165631034112,1,1,1,9
Grupo-0005,37,497799619429244,1,1,1,10
Grupo-0005,37,117165631034112,0,1,0,9
Grupo-0005,38,497799619429244,0,1,0,10
Grupo-0005,38,117165631034112,1,1,1,9
Grupo-0005,39,497799619429244,1,1,1,10
Grupo-0005,39,117165631034112,0,1,0,9
Grupo-0005,40,497799619429244,0,1,0,10
Grupo-0005,40,117165631034112,1,1,1,9
Grupo-0005,41,497799619429244,1,1,1,10
Grupo-0005,41,117165631034112,0,1,0,9
Grupo-0005,42,497799619429244,0,1,0,10
Grupo-0005,42,117165631034112,1,1,1,9
Grupo-0005,43,497799619429244,1,1,1,10
Grupo-0005,43,117165631034112,0,1,0,9
Grupo-0005,44,497799619429244,0,1,0,10
Grupo-0005,44,117165631034112,1,1,1,9
Grupo-0005,45,497799619429244,1,1,1,10
Grupo-0005,45,117165631034112,0,1,0,9
Grupo-0005,46,497799619429244,0,1,0,10
Grupo-0005,46,117165631034112,1,1,1,9
Grupo-0005,47,497799619429244,1,1,1,10
Grupo-0005,47,117165631034112,0,1,0,9
Grupo-0005,48,497799619429244,0,1,0,10
Grupo-0005,48,117165631034112,1,1,1,9
Grupo-0005,49,497799619429244,1,1,1,10
Grupo-0005,49,117165631034112,0,1,0,9
Grupo-0005,50,117165631034112,1,1,1,9
Grupo-0005,50,497799619429244,0,1,0,10
Grupo-0006,1,899884536554788,1,1,1,25
Grupo-0006,1,642012059563901,0,1,0,25
Grupo-0006,2,642012059563901,1,1,1,25
Grupo-0006,2,899884536554788,0,1,0,25
Grupo-0006,3,642012059563901,0,1,0,25
Grupo-0006,3,899884536554788,1,1,1,25
Grupo-0006,4,899884536554788,0,1,0,25
Grupo-0006,4,642012059563901,1,1,1,25
Grupo-0006,5,899884536554788,1,1,1,25
Grupo-0006,5,642012059563901,0,1,0,25
Grupo-0006,6,899884536554788,0,1,0,25
Grupo-0006,6,642012059563901,1,1,1,25
Grupo-0006,7,899884536554788,1,1,1,25
Grupo-0006,7,642012059563901,0,1,0,25
Grupo-0006,8,899884536554788,0,1,0,25
Grupo-0006,8,642012059563901,1,1,1,25
Grupo-0006,9,899884536554788,1,1,1,25
Grupo-0006,9,642012059563901,0,1,0,25
Grupo-0006,10,899884536554788,0,1,0,25
Grupo-0006,10,642012059563901,1,1,1,25
Grupo-0006,11,899884536554788,1,1,1,25
Grupo-0006,11,642012059563901,0,1,0,25
Grupo-0006,12,899884536554788,0,1,0,25
Grupo-0006,12,642012059563901,1,1,1,25
Grupo-0006,13,899884536554788,1,1,1,25
Grupo-0006,13,642012059563901,0,1,0,25
Grupo-0006,14,899884536554788,0,1,0,25
Grupo-0006,14,642012059563901,1,1,1,25
Grupo-0006,15,899884536554788,1,1,1,25
Grupo-0006,15,642012059563901,0,1,0,25
Grupo-0006,16,899884536554788,0,1,0,25
Grupo-0006,16,642012059563901,1,1,1,25
Grupo-0006,17,899884536554788,1,1,1,25
Grupo-0006,17,642012059563901,0,1,0,25
Grupo-0006,18,899884536554788,0,1,0,25
Grupo-0006,18,642012059563901,1,1,1,25
Grupo-0006,19,899884536554788,1,1,1,25
Grupo-0006,19,642012059563901,0,1,0,25
Grupo-0006,20,899884536554788,0,1,0,25
Grupo-0006,20,642012059563901,1,1,1,25
Grupo-0006,21,899884536554788,1,1,1,25
Grupo-0006,21,642012059563901,0,1,0,25
Grupo-0006,22,899884536554788,0,1,0,25
Grupo-0006,22,642012059563901,1,1,1,25
Grupo-0006,23,899884536554788,1,1,1,25
Grupo-0006,23,642012059563901,0,1,0,25
Grupo-0006,24,899884536554788,0,1,0,25
Grupo-0006,24,642012059563901,1,1,1,25
Grupo-0006,25,899884536554788,1,1,1,25
Grupo-0006,25,642012059563901,0,1,0,25
Grupo-0006,26,899884536554788,0,1,0,25
Grupo-0006,26,642012059563901,1,1,1,25
Grupo-0006,27,899884536554788,1,1,1,25
Grupo-0006,27,642012059563901,0,1,0,25
Grupo-0006,28,899884536554788,0,1,0,25
Grupo-0006,28,642012059563901,1,1,1,25
Grupo-0006,29,899884536554788,1,1,1,25
Grupo-0006,29,642012059563901,0,1,0,25
Grupo-0006,30,899884536554788,0,1,0,25
Grupo-0006,30,642012059563901,1,1,1,25
Grupo-0006,31,899884536554788,1,1,1,25
Grupo-0006,31,642012059563901,0,1,0,25
Grupo-0006,32,899884536554788,0,1,0,25
Grupo-0006,32,642012059563901,1,1,1,25
Grupo-0006,33,899884536554788,1,1,1,25
Grupo-0006,33,642012059563901,0,1,0,25
Grupo-0006,34,899884536554788,0,1,0,25
Grupo-0006,34,642012059563901,1,1,1,25
